Loan,Pool,Price
103447847,pool_321,132719.963424625
103447847,pool_311,132696.044662602
103447847,pool_308,132668.664412602
103447847,pool_237,132663.390474624
103447847,pool_316,132612.226912602
103447847,pool_13,132574.233712603
103447847,pool_14,132567.936924471
103447847,pool_324,132555.789412602
103447847,pool_319,132554.950912602
103447847,pool_240,132538.637452603
103447847,pool_241,132437.775924625
103447847,pool_235,132414.695662602
103447847,pool_239,132272.763412602
103447900,pool_229,223376.799328767
103447900,pool_230,223009.492078767
103447900,pool_228,222860.710828767
103447974,pool_6,399009.780149169
103447974,pool_4,398846.733814245
103447974,pool_5,398533.132734247
103447974,pool_10,395699.655149169
103447974,pool_8,395536.608814245
103447974,pool_9,395223.007734247
103448007,pool_232,204560.19752548
103448007,pool_233,204464.49224548
103448007,pool_231,204353.15804548
103448007,pool_229,204336.154525479
103448007,pool_230,204240.44924548
103448007,pool_228,204129.11504548
103448015,pool_9,424364.903231471
103448015,pool_10,423860.142567779
103448015,pool_236,422736.025943671
103448015,pool_11,422617.943041369
103448015,pool_237,422380.601128406
103448015,pool_238,421402.543041369
103448015,pool_13,420844.135127671
103448015,pool_14,420220.340927779
103448015,pool_15,420151.350541369
103448015,pool_240,419882.057447671
103448015,pool_242,419550.860541369
103448015,pool_241,419312.910928406
103448055,pool_6,359494.967772703
103448055,pool_7,359069.963268536
103448055,pool_5,358745.079250191
103448055,pool_233,358148.627773242
103448055,pool_234,358031.864268536
103448055,pool_232,357374.841715191
103448055,pool_10,355901.037147703
103448055,pool_237,355476.762898242
103448055,pool_11,355414.030143536
103448055,pool_238,355359.999393536
103448055,pool_9,355151.148625191
103448055,pool_236,354702.976840191
103448067,pool_233,306203.434600042
103448067,pool_234,305941.743466506
103448067,pool_232,305821.618891439
103448067,pool_237,302671.472725042
103448067,pool_238,302409.781591507
103448067,pool_236,302289.657016438
103448117,pool_183,338301.716877402
103448117,pool_182,338076.201806308
103448117,pool_181,337800.077436507
103448117,pool_180,337032.326667902
103448117,pool_179,336539.732755237
103448117,pool_10,335217.998127402
103448117,pool_9,334992.483056308
103448117,pool_6,334976.514167902
103448117,pool_178,334961.411536507
103448117,pool_8,334716.358686507
103448117,pool_5,334483.920255237
103448117,pool_4,332905.599036507
103448136,pool_6,686828.531101233
103448136,pool_5,685838.205880061
103448136,pool_7,684790.881819083
103448136,pool_10,682751.846296233
103448136,pool_9,681921.380792261
103448136,pool_11,681021.188394083
103448136,pool_33,673727.71110123
103448136,pool_32,672737.38588006
103448136,pool_34,671690.061819082
103448136,pool_37,669017.93254623
103448136,pool_36,668187.467042261
103448136,pool_38,667219.744644082
103448147,pool_5,158400.786544267
103448147,pool_6,158280.232785334
103448147,pool_4,157932.330361767
103448147,pool_90,157503.962414267
103448147,pool_98,157503.962414267
103448147,pool_91,157362.667889084
103448147,pool_99,157362.667889084
103448147,pool_9,157336.017101767
103448147,pool_89,157218.130924267
103448147,pool_97,157218.130924267
103448147,pool_10,157194.722576584
103448147,pool_8,157050.185611767
103448211,pool_5,159690.275200602
103448211,pool_6,159579.370688124
103448211,pool_4,159183.839380603
103448211,pool_232,159022.758931722
103448211,pool_317,158820.467932602
103448211,pool_90,158786.150320602
103448211,pool_98,158786.150320602
103448211,pool_233,158780.820956308
103448211,pool_325,158752.742932602
103448211,pool_91,158654.336198124
103448211,pool_99,158654.336198124
103448211,pool_9,158616.837820602
103448211,pool_236,158583.430432602
103448211,pool_318,158581.425398308
103448211,pool_326,158513.700398308
103448211,pool_10,158485.023698124
103448211,pool_89,158469.630880603
103448211,pool_97,158469.630880603
103448211,pool_231,158439.793180603
103448211,pool_316,158423.113480603
103448211,pool_324,158355.388480603
103448211,pool_237,158344.387898308
103448211,pool_8,158300.318380603
103448211,pool_235,158186.075980603
103448213,pool_6,283852.859066698
103448213,pool_5,283728.251495123
103448213,pool_7,283496.080796985
103448213,pool_10,282174.614766698
103448213,pool_9,282115.816467123
103448213,pool_11,281912.940296985
103448253,pool_6,201251.23241072
103448253,pool_5,201209.966410958
103448253,pool_3,201137.40741072
103448253,pool_232,201134.270410958
103448253,pool_4,201080.712410958
103448253,pool_233,201047.232410958
103448253,pool_2,201028.048460958
103448253,pool_231,200910.812410958
103448253,pool_1,200695.837410958
103448253,pool_229,200572.034560958
103448253,pool_230,200519.517410958
103448253,pool_228,200148.187410958
103448311,pool_5,487280.236155737
103448311,pool_6,487116.415420663
103448311,pool_232,487096.919367738
103448311,pool_4,486899.421131239
103448311,pool_3,486840.759726913
103448311,pool_2,486839.676360325
103448311,pool_233,486622.37842124
103448311,pool_231,486487.965806239
103448311,pool_1,485949.186974989
103448311,pool_229,485735.324698
103448311,pool_230,485344.38461999
103448311,pool_228,484625.337337489
103448352,pool_233,369213.674006757
103448352,pool_232,368943.504176026
103448352,pool_231,368907.345381027
103448352,pool_230,368249.274844257
103448352,pool_229,367916.018160151
103448352,pool_228,367577.199506027
103448425,pool_185,316372.686522042
103448425,pool_416,315652.017960041
103448425,pool_184,315112.73021404
103448425,pool_415,314482.35521404
103448425,pool_188,314398.475514041
103448425,pool_187,313652.10521404
103448425,pool_419,313347.929439041
103448425,pool_13,312817.217772042
103448425,pool_418,312667.95146404
103448425,pool_240,312096.549210041
103448425,pool_12,311557.26146404
103448425,pool_17,310939.100514041
103448425,pool_239,310926.88646404
103448425,pool_16,310192.73021404
103448425,pool_244,309984.648189041
103448425,pool_243,309304.67021404
103448544,pool_6,217372.476475642
103448544,pool_4,217263.721295136
103448544,pool_5,217241.643230137
103448544,pool_10,215568.117100642
103448544,pool_8,215459.361920136
103448544,pool_9,215437.283855137
103448697,pool_3,337080.066259297
103448697,pool_230,337028.219009708
103448697,pool_228,336400.945444658
103448697,pool_229,336191.427904658
103448697,pool_2,336041.360259658
103448731,pool_6,397110.412523718
103448731,pool_7,395766.20983352
103448731,pool_5,395601.756881314
103448731,pool_10,393147.249398718
103448731,pool_11,391734.67420852
103448731,pool_9,391638.593756314
103448749,pool_6,261118.364017028
103448749,pool_5,260992.504042328
103448749,pool_4,260594.613842328
103448749,pool_10,259329.799492028
103448749,pool_9,259238.113492328
103448749,pool_8,259079.460092328
103448784,pool_182,175026.706721713
103448784,pool_183,174877.85712649
103448784,pool_413,174588.613461713
103448784,pool_181,174483.144126712
103448784,pool_414,174421.727626712
103448784,pool_412,174058.861126712
103448784,pool_185,173841.519846713
103448784,pool_186,173692.67025149
103448784,pool_9,173447.019221713
103448784,pool_10,173298.16962649
103448784,pool_184,173297.957251712
103448784,pool_236,173166.894711713
103448784,pool_416,173034.917086713
103448784,pool_237,173000.008876712
103448784,pool_8,172903.456626712
103448784,pool_417,172868.031251712
103448784,pool_235,172637.142376712
103448784,pool_415,172505.164751712
103448784,pool_13,171893.238596713
103448784,pool_14,171744.38900149
103448784,pool_12,171349.676001712
103448784,pool_240,171086.635836713
103448784,pool_241,170919.750001712
103448784,pool_239,170556.883501712
103448794,pool_229,208021.150327671
103448794,pool_2,207929.236617671
103448794,pool_3,207835.873397419
103448794,pool_230,207804.117897671
103448794,pool_228,207596.244847671
103448794,pool_1,207592.024847671
103448862,pool_9,273722.589131507
103448862,pool_10,273660.852697402
103448862,pool_11,273487.864412055
103448862,pool_236,272815.347491507
103448862,pool_238,272783.694412055
103448862,pool_237,272779.26669781
103448862,pool_13,269814.814131507
103448862,pool_14,269753.077697402
103448862,pool_15,269665.514412055
103448862,pool_242,269083.954412055
103448862,pool_240,268989.982491507
103448862,pool_241,268953.90169781
103448894,pool_6,423014.077795783
103448894,pool_5,422873.664007015
103448894,pool_7,422741.623092107
103448894,pool_234,422157.267092107
103448894,pool_233,422060.610596426
103448894,pool_232,421893.581283015
103448894,pool_10,417661.860295783
103448894,pool_9,417521.446507014
103448894,pool_11,417315.83559211
103448894,pool_238,417296.91759211
103448894,pool_237,417200.261096425
103448894,pool_236,417033.231783014
103448949,pool_165,157876.139055672
103448949,pool_175,157369.514055672
103448949,pool_164,157338.831346959
103448949,pool_167,156906.314055672
103448949,pool_174,156832.206346959
103448949,pool_393,156782.794055672
103448949,pool_177,156703.664055672
103448949,pool_22,156390.039055672
103448949,pool_166,156347.776346959
103448949,pool_406,156343.719055672
103448949,pool_395,156320.366055672
103448949,pool_25,156230.814055672
103448949,pool_408,156151.491055672
103448949,pool_176,156145.126346959
103448949,pool_392,156094.086338959
103448949,pool_21,155852.731346959
103448949,pool_249,155735.769055672
103448949,pool_24,155672.276346959
103448949,pool_405,155655.011338959
103448949,pool_252,155644.866055672
103448949,pool_394,155583.408338959
103448949,pool_407,155414.533338959
103448949,pool_248,155047.061338959
103448949,pool_251,154907.908338959
103448958,pool_4,488527.285347946
103448958,pool_6,488422.915347374
103448958,pool_5,488016.363747946
103448958,pool_3,487090.027347374
103448958,pool_2,486256.496547946
103448958,pool_1,485925.085347946
103449005,pool_5,276599.78668904
103449005,pool_6,276364.003101006
103449005,pool_7,276023.50678733
103449005,pool_9,273835.61481404
103449005,pool_10,273599.831226006
103449005,pool_11,273211.64741233
103449056,pool_5,364995.572053151
103449056,pool_6,364986.639082721
103449056,pool_4,364749.688383149
103449056,pool_3,363989.749932721
103449056,pool_2,363679.338043151
103449056,pool_1,362464.204633149
103449061,pool_5,212372.178641095
103449061,pool_6,212170.921540775
103449061,pool_7,212108.436028768
103449061,pool_232,211560.014141095
103449061,pool_234,211472.136028768
103449061,pool_233,211372.921541097
103449061,pool_9,210241.991141095
103449061,pool_10,210040.734040775
103449061,pool_236,209976.351641096
103449061,pool_11,209941.498528767
103449061,pool_238,209888.473528767
103449061,pool_237,209789.259041096
103449127,pool_5,492738.056929315
103449127,pool_32,482683.955429315
103449129,pool_232,223664.314935672
103449129,pool_233,223295.977608317
103449129,pool_231,223186.209191671
103449129,pool_236,222638.550535672
103449129,pool_237,222270.213208318
103449129,pool_235,222160.444791671
103449130,pool_57,227196.907212328
103449130,pool_58,227026.393962111
103449130,pool_284,226962.999462328
103449130,pool_285,226808.481462329
103449130,pool_56,226700.503962329
103449130,pool_283,226513.753962329
103449130,pool_5,226212.532212328
103449130,pool_6,226042.018962111
103449130,pool_54,225989.539606078
103449130,pool_55,225869.089587111
103449130,pool_232,225837.999462328
103449130,pool_281,225720.109531078
103449130,pool_4,225716.128962329
103449130,pool_233,225683.481462329
103449130,pool_282,225629.802087329
103449130,pool_231,225388.753962329
103449130,pool_2,225286.414606078
103449130,pool_3,225165.964587111
103449130,pool_53,225134.672712329
103449130,pool_229,225016.984531078
103449130,pool_230,224926.677087329
103449130,pool_280,224926.547712329
103449130,pool_1,224431.547712329
103449130,pool_228,224223.422712329
103449136,pool_7,488111.115315617
103449136,pool_6,488047.406034616
103449136,pool_5,487922.927063452
103449136,pool_234,486005.715315617
103449136,pool_233,485441.259635357
103449136,pool_11,485376.636315617
103449136,pool_232,485273.159679452
103449136,pool_10,485125.570634616
103449136,pool_9,485115.666079452
103449136,pool_238,484824.876315617
103449136,pool_237,483996.882635356
103449136,pool_236,483952.299479452
103449143,pool_410,235766.73864226
103449143,pool_411,235679.994897261
103449143,pool_413,235146.08559726
103449143,pool_414,234971.767397261
103449143,pool_409,234707.979897261
103449143,pool_412,234559.687397261
103449143,pool_232,233394.86364226
103449143,pool_233,233308.119897261
103449143,pool_236,233205.46059726
103449143,pool_237,233031.142397261
103449143,pool_235,232619.062397261
103449143,pool_231,232336.104897261
103449182,pool_3,388480.461510369
103449182,pool_1,387868.849533807
103449182,pool_6,387653.831510369
103449182,pool_233,387490.144310828
103449182,pool_2,387407.159245808
103449182,pool_230,387066.659110828
103449182,pool_4,387042.219533807
103449182,pool_231,386944.277133807
103449182,pool_232,386658.883165808
103449182,pool_5,386580.529245808
103449182,pool_228,386520.791933807
103449182,pool_229,386235.397965808
103449191,pool_182,286060.932635316
103449191,pool_183,285607.09620682
103449191,pool_181,285349.521832192
103449191,pool_413,285030.182885316
103449191,pool_414,284566.049332192
103449191,pool_412,284361.631207192
103449191,pool_185,284307.229957191
103449191,pool_184,284029.826519692
103449191,pool_186,283832.02901932
103449191,pool_416,283535.465894691
103449191,pool_9,283424.213885316
103449191,pool_415,283289.576519692
103449191,pool_417,283038.622769692
103449191,pool_10,282970.37745682
103449191,pool_8,282712.803082192
103449191,pool_236,282657.136010316
103449191,pool_237,282193.002457192
103449191,pool_235,281988.584332192
103449191,pool_13,281055.276832192
103449191,pool_12,280777.873394692
103449191,pool_14,280580.07589432
103449191,pool_240,280283.512769692
103449191,pool_239,280037.623394692
103449191,pool_241,279786.669644692
103449211,pool_284,101982.592931507
103449211,pool_285,101824.500709907
103449211,pool_283,101731.335931507
103449211,pool_287,101572.717931507
103449211,pool_232,101482.592931507
103449211,pool_288,101414.625709907
103449211,pool_233,101324.500709907
103449211,pool_286,101321.460931507
103449211,pool_231,101231.335931507
103449211,pool_236,101041.467931507
103449211,pool_237,100883.375709907
103449211,pool_235,100790.210931507
103449228,pool_7,351668.320247534
103449228,pool_6,351486.303831663
103449228,pool_5,351353.492802191
103449228,pool_11,348087.713997534
103449228,pool_10,347966.422581663
103449228,pool_9,347833.611552191
103449258,pool_233,227224.751004937
103449258,pool_237,227091.391742437
103449258,pool_238,226804.364762192
103449258,pool_236,226624.903845275
103449258,pool_234,226609.326418442
103449258,pool_232,226550.816023087
103449331,pool_6,346683.210369345
103449331,pool_7,346370.312758905
103449331,pool_5,346155.775209863
103449331,pool_10,344630.681369345
103449331,pool_11,344275.487758905
103449331,pool_9,344183.732369863
103449344,pool_6,233274.393106089
103449344,pool_7,233050.812136507
103449344,pool_5,232816.007141439
103449344,pool_10,232600.604116089
103449344,pool_11,232466.719011507
103449344,pool_9,232315.533366439
103449344,pool_233,232266.848066439
103449344,pool_234,232209.237136507
103449344,pool_238,232194.781511507
103449344,pool_237,232131.268616439
103449344,pool_236,231829.043476439
103449344,pool_232,231753.722227689
103449385,pool_6,251811.137824362
103449385,pool_3,251668.856005237
103449385,pool_233,251556.13680466
103449385,pool_4,251551.14677426
103449385,pool_5,251513.46406353
103449385,pool_232,251418.84368505
103449385,pool_231,251338.77092476
103449385,pool_2,251286.06571644
103449385,pool_1,251109.89500926
103449385,pool_230,250896.490416085
103449385,pool_229,250716.04606137
103449385,pool_228,250420.01724976
103449416,pool_233,400188.28430137
103449416,pool_234,400111.27313096
103449416,pool_232,400011.67610137
103449416,pool_238,399142.45913096
103449416,pool_237,399006.52130137
103449416,pool_236,398930.97230137
103449467,pool_411,385039.143243944
103449467,pool_410,384892.601214248
103449467,pool_409,384578.649534248
103449467,pool_180,384219.111243433
103449467,pool_179,383962.015614246
103449467,pool_178,383686.041534247
103449467,pool_183,382427.271243435
103449467,pool_182,382170.175614247
103449467,pool_181,381894.201534247
103449467,pool_6,381819.111243434
103449467,pool_5,381562.015614247
103449467,pool_4,381286.041534247
103449467,pool_233,381079.143243943
103449467,pool_232,380932.601214247
103449467,pool_414,380870.727243942
103449467,pool_413,380724.185214247
103449467,pool_231,380618.649534247
103449467,pool_412,380410.233534247
103449467,pool_10,378827.271243435
103449467,pool_9,378570.175614247
103449467,pool_8,378294.201534247
103449467,pool_237,377630.727243942
103449467,pool_236,377484.185214247
103449467,pool_235,377170.233534247
103449499,pool_233,309878.082499412
103449499,pool_232,309597.847970548
103449499,pool_230,309538.997811912
103449499,pool_231,309425.703483048
103449499,pool_229,309258.763283048
103449499,pool_228,309086.618795548
103449500,pool_6,342230.46915978
103449500,pool_5,341199.727732273
103449500,pool_7,341064.789526191
103449500,pool_10,339433.81665978
103449500,pool_9,338403.075232273
103449500,pool_11,338209.127026191
103449555,pool_232,239535.686842602
103449555,pool_233,239233.342945603
103449555,pool_231,239122.713385604
103449555,pool_229,238868.594006577
103449555,pool_230,238607.209098103
103449555,pool_228,238191.251560604
103449611,pool_3,304281.882857523
103449611,pool_1,303931.925939885
103449611,pool_2,303790.106230894
103449611,pool_6,303633.670738772
103449611,pool_233,303505.313400635
103449611,pool_4,303283.713821135
103449611,pool_231,303206.911079135
103449611,pool_232,303203.336305744
103449611,pool_230,303173.232253385
103449611,pool_5,303141.894112144
103449611,pool_228,302874.829931885
103449611,pool_229,302871.255158494
103449634,pool_233,489697.109923974
103449634,pool_238,489549.072951779
103449634,pool_237,489411.149773974
103449634,pool_234,489092.819076779
103449634,pool_236,488966.934493975
103449634,pool_232,488808.069152725
103449660,pool_5,220933.639814794
103449660,pool_6,220750.536014536
103449660,pool_4,220299.897014795
103449660,pool_232,220002.221765194
103449660,pool_233,219636.280574796
103449660,pool_9,219435.820214794
103449660,pool_236,219389.205254794
103449660,pool_231,219260.181014795
103449660,pool_10,219223.540214536
103449660,pool_8,219055.737014795
103449660,pool_237,219027.304214795
103449660,pool_235,218896.329014795
103449668,pool_6,259770.581992756
103449668,pool_233,259183.169993149
103449668,pool_5,258905.224733151
103449668,pool_7,258806.411375205
103449668,pool_234,258420.501375205
103449668,pool_232,258301.415443151
103449668,pool_10,256473.188242755
103449668,pool_237,256188.806243151
103449668,pool_9,255607.830983151
103449668,pool_11,255463.692625206
103449668,pool_238,255426.137625205
103449668,pool_236,255307.051693151
103449686,pool_5,484800.789010439
103449686,pool_6,484611.799800967
103449686,pool_7,484160.421836507
103449686,pool_232,482164.708441439
103449686,pool_234,482162.196836507
103449686,pool_233,482019.114901704
103449686,pool_9,482008.028341439
103449686,pool_10,481705.056525967
103449686,pool_11,481470.401711507
103449686,pool_238,481017.791711507
103449686,pool_236,480850.670866439
103449686,pool_237,480582.198526702
103449725,pool_185,209505.103258736
103449725,pool_416,209030.751008496
103449725,pool_188,208205.655102576
103449725,pool_184,208198.662046575
103449725,pool_415,207783.742046575
103449725,pool_419,207514.173718576
103449725,pool_187,207317.412446575
103449725,pool_13,207164.853258736
103449725,pool_240,206690.501008496
103449725,pool_418,206669.631246575
103449725,pool_17,205928.655102576
103449725,pool_12,205858.412046575
103449725,pool_239,205443.492046575
103449725,pool_244,205300.423718576
103449725,pool_16,205040.412446575
103449725,pool_243,204455.881246575
103449808,pool_6,410197.789642901
103449808,pool_7,409339.087576
103449808,pool_5,409329.841087999
103449808,pool_233,408644.349643526
103449808,pool_234,408223.063576
103449808,pool_232,407748.827528
103449808,pool_10,406051.024642903
103449808,pool_237,405561.486643527
103449808,pool_9,405183.076088
103449808,pool_238,405140.200576
103449808,pool_11,405120.782576
103449808,pool_236,404665.964528
103449826,pool_296,107956.430975835
103449826,pool_342,107889.099725835
103449826,pool_304,107799.324725835
103449826,pool_312,107776.880975836
103449826,pool_320,107664.662225835
103449826,pool_240,107440.224725835
103449855,pool_6,449872.663166599
103449855,pool_5,449754.299967122
103449855,pool_4,449668.825167122
103449871,pool_340,219140.659826904
103449871,pool_232,218949.603576904
103449871,pool_229,218709.800689404
103449958,pool_233,219309.264164383
103449958,pool_234,219278.736835068
103449958,pool_232,219268.186964384
103449958,pool_238,218739.600835068
103449958,pool_236,218678.712164384
103449958,pool_237,218664.666164383
103450030,pool_36,663846.923589041
103450030,pool_263,663561.596566541
103450030,pool_37,660667.937588235
103450030,pool_267,660430.917339041
103450030,pool_40,660413.792589041
103450030,pool_264,659626.851339041
103450030,pool_35,658394.852589041
103450030,pool_41,657973.337588236
103450030,pool_39,657756.977589041
103450030,pool_262,657571.690089042
103450030,pool_268,657490.375089041
103450030,pool_266,657389.102589041
103450037,pool_6,295743.070398738
103450037,pool_5,295362.417264658
103450037,pool_7,295110.628577259
103450037,pool_10,292000.082898737
103450037,pool_9,291619.429764657
103450037,pool_11,291316.19107726
103450040,pool_6,598741.469327168
103450040,pool_5,597865.027502083
103450040,pool_7,597113.443454657
103450040,pool_233,595516.093928082
103450040,pool_10,595125.396177168
103450040,pool_232,594585.666628083
103450040,pool_9,594390.752028082
103450040,pool_234,594328.093454658
103450040,pool_11,593742.720704658
103450040,pool_237,593728.528178082
103450040,pool_236,592950.965678083
103450040,pool_238,592880.160704658
103450040,pool_33,587120.869327168
103450040,pool_32,586244.427502082
103450040,pool_34,585492.843454658
103450040,pool_260,584427.106428082
103450040,pool_264,583671.318178082
103450040,pool_259,583496.679128082
103450040,pool_261,583239.105954658
103450040,pool_37,582943.233677168
103450040,pool_263,582893.755678082
103450040,pool_265,582822.950704658
103450040,pool_36,582208.589528083
103450040,pool_38,581500.658204657
103450070,pool_6,315916.672570413
103450070,pool_233,315208.262770891
103450070,pool_5,314968.764991891
103450070,pool_7,314852.687376623
103450070,pool_234,314387.285876623
103450070,pool_232,314240.580313391
103450070,pool_10,311940.066632914
103450070,pool_237,311597.106333391
103450070,pool_9,310992.15905439
103450070,pool_11,310821.420189123
103450070,pool_238,310776.129439123
103450070,pool_236,310629.42387589
103450078,pool_5,204121.044241096
103450078,pool_6,203945.04904079
103450078,pool_7,203755.456328768
103450078,pool_9,202961.019041096
103450078,pool_10,202737.67904079
103450078,pool_11,202645.756328768
103450215,pool_6,347888.543810552
103450215,pool_4,347668.147810961
103450215,pool_5,347537.413610958
103450228,pool_454,144104.154998138
103450228,pool_370,144073.529998138
103450228,pool_383,144012.279998138
103450228,pool_396,143889.779998138
103450228,pool_236,143767.279998138
103450228,pool_455,143502.441830138
103450228,pool_373,143134.941830138
103450228,pool_386,142859.316830138
103450228,pool_399,142644.941830138
103450228,pool_240,142185.566830138
103450237,pool_98,205471.634767124
103450237,pool_9,205252.884767124
103450237,pool_325,205094.593427124
103450237,pool_13,205043.160767124
103450237,pool_236,204875.843427124
103450237,pool_99,204850.720084884
103450237,pool_240,204765.434767124
103450237,pool_14,204641.070084884
103450237,pool_10,204631.970084884
103450237,pool_12,204370.520767124
103450237,pool_326,204249.750085124
103450237,pool_241,204215.170085124
103450237,pool_97,204038.770767124
103450237,pool_237,204031.000085124
103450237,pool_239,203978.720767124
103450237,pool_8,203820.020767124
103450237,pool_324,203498.970767124
103450237,pool_235,203280.220767124
103450240,pool_370,133782.755494932
103450240,pool_383,133725.661744932
103450240,pool_371,133712.890684931
103450240,pool_384,133655.796934931
103450240,pool_372,133653.576039452
103450240,pool_396,133611.474244932
103450240,pool_385,133596.482289452
103450240,pool_397,133541.609434931
103450240,pool_236,133497.286744932
103450240,pool_398,133482.294789452
103450240,pool_237,133427.421934931
103450240,pool_238,133368.107289452
103450240,pool_373,132519.515494932
103450240,pool_375,132451.507914452
103450240,pool_374,132449.650684931
103450240,pool_386,132262.593619932
103450240,pool_388,132194.586039452
103450240,pool_387,132192.728809931
103450240,pool_399,132062.765494932
103450240,pool_401,131994.757914452
103450240,pool_400,131992.900684931
103450240,pool_240,131634.562369932
103450240,pool_242,131566.554789452
103450240,pool_241,131564.697559931
103450254,pool_5,217405.724276334
103450254,pool_6,217125.485243454
103450254,pool_4,216714.671035834
103450254,pool_232,216496.953484125
103450254,pool_233,216038.322718385
103450254,pool_9,215944.323882534
103450254,pool_236,215898.842356654
103450254,pool_231,215701.868834834
103450254,pool_10,215635.618063554
103450254,pool_8,215513.012283334
103450254,pool_237,215444.153505805
103450254,pool_235,215357.480259334
103450301,pool_232,472314.691260959
103450301,pool_233,472223.855253737
103450301,pool_234,471984.903577672
103450301,pool_236,471040.224910959
103450301,pool_238,470874.961327672
103450301,pool_237,470830.210503737
103450373,pool_5,342000.578520548
103450373,pool_4,341736.107370549
103450373,pool_6,341653.866956269
103450373,pool_232,340673.181220548
103450373,pool_231,340237.987370549
103450373,pool_233,340098.629456668
103450373,pool_9,339142.609770548
103450373,pool_236,339128.077470548
103450373,pool_8,338878.138620549
103450373,pool_10,338795.898206269
103450373,pool_235,338692.883620549
103450373,pool_237,338553.525706668
103450423,pool_240,431966.445685274
103450423,pool_239,429979.278460276
103450423,pool_244,426990.001660274
103450423,pool_243,425539.668460276
103450481,pool_9,285255.5103097
103450481,pool_10,285006.185613276
103450481,pool_11,284869.85762959
103450481,pool_236,284116.9234249
103450481,pool_238,283979.75762959
103450481,pool_237,283904.746893699
103450481,pool_13,281737.2510937
103450481,pool_15,281544.47162959
103450481,pool_14,281452.727013276
103450481,pool_242,281087.41562959
103450481,pool_240,280998.6888937
103450481,pool_241,280743.959013699
103450486,pool_6,345929.36610826
103450486,pool_4,345820.923908666
103450486,pool_5,345652.420956165
103450486,pool_233,344361.361733665
103450486,pool_232,344314.127111165
103450486,pool_231,344310.505908666
103450486,pool_10,343047.93642076
103450486,pool_8,342939.494221166
103450486,pool_237,342803.574296165
103450486,pool_9,342770.991268665
103450486,pool_236,342756.339673665
103450486,pool_235,342752.718471166
103450538,pool_180,278673.915503062
103450538,pool_183,278602.594253062
103450538,pool_178,278178.437003425
103450538,pool_179,278142.440603424
103450538,pool_181,278107.115753425
103450538,pool_182,278071.119353424
103450538,pool_6,276967.665503062
103450538,pool_4,276472.187003425
103450538,pool_5,276436.190603424
103450538,pool_10,276043.219253062
103450538,pool_8,275547.740753425
103450538,pool_9,275511.744353424
103450548,pool_393,172626.378713425
103450548,pool_392,172153.306379178
103450548,pool_406,172148.628713425
103450548,pool_395,172123.218713425
103450548,pool_408,171939.468713425
103450548,pool_405,171675.556379178
103450548,pool_394,171597.646379178
103450548,pool_249,171487.128713425
103450548,pool_407,171413.896379178
103450548,pool_252,171388.218713425
103450548,pool_248,171014.056379178
103450548,pool_251,170862.646379178
103450577,pool_13,309264.436476207
103450577,pool_14,308254.666587168
103450577,pool_240,307665.719369807
103450577,pool_17,307362.82159781
103450577,pool_15,307104.166222467
103450577,pool_241,306852.375387633
103450577,pool_244,306579.173437807
103450577,pool_18,306515.847387168
103450577,pool_19,306480.662222467
103450577,pool_246,305987.422222467
103450577,pool_242,305865.366222467
103450577,pool_245,305815.279387633
103450585,pool_6,329346.95781922
103450585,pool_7,328851.077820958
103450585,pool_5,328847.98644937
103450585,pool_233,327607.732019714
103450585,pool_234,327446.027820958
103450585,pool_10,327397.05526922
103450585,pool_232,327079.64995137
103450585,pool_9,326974.54575137
103450585,pool_11,326970.975570958
103450585,pool_237,326643.819269714
103450585,pool_238,326602.755570958
103450585,pool_236,326198.16680137
103450595,pool_185,129592.928873929
103450595,pool_416,129302.317811529
103450595,pool_184,128959.244712328
103450595,pool_188,128796.824272329
103450595,pool_415,128705.044712328
103450595,pool_187,128390.053712328
103450595,pool_419,128373.189432329
103450595,pool_13,128159.178873929
103450595,pool_418,127993.191712328
103450595,pool_240,127868.567811529
103450595,pool_12,127525.494712328
103450595,pool_17,127401.824272329
103450595,pool_239,127271.294712328
103450595,pool_244,127016.939432329
103450595,pool_16,126995.053712328
103450595,pool_243,126636.941712328
103450627,pool_233,428610.795909589
103450627,pool_232,428493.308509589
103450627,pool_231,428231.759409589
103450627,pool_230,428138.548409589
103450627,pool_229,428021.061009589
103450627,pool_228,427759.511909589
103450714,pool_3,291218.841984445
103450714,pool_2,291100.526354795
103450714,pool_1,290806.871634794
103450725,pool_6,254455.608005785
103450725,pool_7,253760.902579315
103450725,pool_5,253508.200080165
103450725,pool_233,253114.842606164
103450725,pool_10,252952.432355785
103450725,pool_234,252627.952579315
103450725,pool_237,252371.764356164
103450725,pool_11,252226.751329315
103450725,pool_232,252144.993306164
103450725,pool_9,252063.968706165
103450725,pool_238,251893.091329315
103450725,pool_236,251465.459856165
103450763,pool_233,261978.459030959
103450763,pool_231,261764.578430959
103450763,pool_232,261736.969370959
103450763,pool_230,261690.717530959
103450763,pool_228,261476.836930959
103450763,pool_229,261449.227870959
103450953,pool_233,337968.636065753
103450953,pool_238,337813.861966026
103450953,pool_237,337772.075465753
103450953,pool_236,337761.495345755
103450953,pool_232,337652.295980755
103450953,pool_234,337390.437466026
103450981,pool_232,221110.250258987
103450981,pool_233,220824.782147987
103450981,pool_231,220706.894787986
103450981,pool_236,220113.543033987
103450981,pool_237,219828.074922987
103450981,pool_235,219710.187562986
103451012,pool_182,212223.631701919
103451012,pool_183,212053.482664394
103451012,pool_181,211633.956821918
