Loan,Amount,Fico,Dti,IsExpensive,IsCalifornia,IsCashout,IsPrimary,PropOcc,PropState,PropType,Purpose
103457667,503500,656,33.443,1,0,0,1,Primary,VA,SFR_At,Rate/Term
103457715,609000,761,47.901,1,0,0,1,Primary,WA,SFR_At,Rate/Term
103457753,200000,760,42.949,0,0,1,1,Primary,FL,SFR_At,Cashout
103457797,280000,697,38.212,0,0,1,1,Primary,NC,SFR_Dt,Cashout
103457832,260000,777,40.51,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103457848,328000,774,33.684,0,0,1,1,Primary,MN,SFR_Dt,Cashout
103457886,250500,796,48.294,0,0,0,1,Primary,AZ,SFR_Dt,Rate/Term
103457998,354000,689,26.669,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103457999,211200,691,43.759,0,0,1,1,Primary,TX,SFR_At,Cashout
103458016,609500,758,36.984,1,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103458024,229600,720,33.466,0,0,1,1,Primary,PA,SFR_Dt,Cashout
103458033,255680,746,27.444,0,0,1,1,Primary,AZ,SFR_At,Cashout
103458038,176000,739,44.354,0,0,1,1,Primary,CT,SFR_Dt,Cashout
103458049,221575,749,47.068,0,0,0,1,Primary,OH,SFR_Dt,Rate/Term
103458080,383000,786,29.718,0,0,0,1,Primary,OH,SFR_At,Rate/Term
103458081,108000,729,48.652,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103458113,131500,763,35.189,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103458123,633000,714,47.558,1,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103458171,406500,781,44.463,0,0,1,1,Primary,GA,SFR_At,Cashout
103458172,213000,802,41.076,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103458209,603507,779,28.804,1,1,1,1,Primary,CA,SFR_Dt,Cashout
103458232,450000,709,44.293,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103458268,687000,770,46.746,1,1,0,1,Primary,CA,SFR_At,Rate/Term
103458276,280000,792,20.278,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103458278,361000,700,41.215,0,0,0,1,Primary,VA,SFR_At,Rate/Term
103458280,156000,700,40.447,0,0,1,1,Primary,TX,SFR_At,Cashout
103458288,185000,758,41.442,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103458304,509000,803,37.644,1,1,0,1,Primary,CA,CondoLo,Rate/Term
103458311,462000,726,27.077,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103458327,478000,777,27.093,0,0,0,0,Second,WA,SFR_At,Rate/Term
103458330,300375,781,47.624,0,1,1,0,NOO,CA,SFR_Dt,Cashout
103458341,320000,771,38.487,0,0,1,1,Primary,ID,SFR_At,Cashout
103458349,240000,774,36.438,0,0,0,1,Primary,OH,SFR_Dt,Rate/Term
103458368,210000,725,47.635,0,1,0,1,Primary,CA,SFR_At,Rate/Term
103458420,481000,745,38.848,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103458469,440000,766,33.519,0,0,0,1,Primary,MN,SFR_At,Rate/Term
103458553,231200,758,34.445,0,0,1,1,Primary,FL,SFR_At,Cashout
103458557,354350,740,34.598,0,1,0,1,Primary,CA,SFR_At,Rate/Term
103458634,203800,652,48.958,0,0,0,1,Primary,NV,SFR_Dt,Rate/Term
103458695,256000,677,36.292,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103458697,332500,808,30.877,0,0,0,1,Primary,VA,SFR_At,Rate/Term
103458726,150001,663,27.479,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103458750,266000,759,25.861,0,0,0,1,Primary,NM,SFR_Dt,Rate/Term
103458766,362000,775,48.231,0,0,0,1,Primary,AZ,SFR_Dt,Rate/Term
103458775,218000,770,33.409,0,0,0,1,Primary,NV,SFR_At,Rate/Term
103458781,236200,787,21.539,0,0,0,1,Primary,VA,SFR_At,Rate/Term
103458817,465000,714,44.793,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103458866,317000,795,40.453,0,0,0,1,Primary,TN,SFR_At,Rate/Term
103458889,154000,712,38.221,0,0,1,1,Primary,OH,SFR_Dt,Cashout
103458907,379200,745,34.063,0,1,1,1,Primary,CA,SFR_At,Cashout
103459092,250000,817,20.288,0,0,0,1,Primary,UT,SFR_At,Rate/Term
103459108,293500,768,35.535,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103459140,160000,770,44.216,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103459144,422500,700,32.123,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103459209,215650,707,30.151,0,0,0,1,Primary,GA,SFR_At,Rate/Term
103459225,180000,666,30.164,0,0,1,1,Primary,SC,SFR_Dt,Cashout
103459232,230000,662,35.75,0,0,0,1,Primary,MA,CondoLo,Rate/Term
103459239,413500,702,36.722,0,1,0,1,Primary,CA,SFR_At,Rate/Term
103459265,352000,799,39.004,0,0,0,1,Primary,CO,SFR_Dt,Rate/Term
103459297,163700,772,29.317,0,0,1,1,Primary,MA,SFR_Dt,Cashout
103459343,484350,755,46.092,0,0,0,1,Primary,FL,SFR_Dt,Purchase
103459345,124000,702,21.593,0,0,1,1,Primary,OR,SFR_Dt,Cashout
103459359,294000,738,38.298,0,0,0,1,Primary,GA,SFR_At,Rate/Term
103459366,252000,735,36.824,0,0,0,1,Primary,MN,SFR_At,Rate/Term
103459389,292000,749,29.144,0,0,1,1,Primary,MA,SFR_Dt,Cashout
103459405,210000,708,22.804,0,0,1,1,Primary,TN,SFR_Dt,Cashout
103459531,262500,758,40.086,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103459571,223000,734,24.857,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103459651,191000,804,26.069,0,0,1,1,Primary,NY,CondoLo,Cashout
103459671,386000,762,34.555,0,0,0,1,Primary,TN,SFR_Dt,Rate/Term
103459806,256000,781,42.321,0,0,0,1,Primary,MI,Det Condo,Rate/Term
103459874,320000,799,39.615,0,0,0,1,Primary,OH,SFR_At,Rate/Term
103459914,235000,687,44.3,0,0,0,1,Primary,GA,SFR_Dt,Rate/Term
103459942,160000,790,50.163,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103459945,200000,816,26.317,0,0,1,0,NOO,OR,SFR_At,Cashout
103459948,484350,772,18.789,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103459989,335500,742,43.624,0,0,0,1,Primary,MO,SFR_At,Rate/Term
103460082,394300,722,25.761,0,0,0,1,Primary,GA,SFR_Dt,Rate/Term
103460108,397000,751,32.959,0,0,0,1,Primary,NJ,SFR_Dt,Rate/Term
103460138,451500,699,24.944,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103460154,248000,803,21.618,0,0,0,1,Primary,TX,SFR_At,Rate/Term
103460182,285000,717,46.794,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103460218,267000,746,27.355,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103460307,115500,765,18.534,0,0,0,1,Primary,AL,SFR_Dt,Rate/Term
103460348,711000,781,39.897,1,1,0,0,NOO,CA,SFR_Dt,Rate/Term
103460405,365500,788,25.353,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103460416,189000,689,29.859,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103460440,205000,820,47.866,0,1,1,1,Primary,CA,CondoLo,Cashout
103460452,290000,778,47.687,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103460474,364500,772,31.009,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103460518,385000,708,39.222,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103460520,476500,749,9.823,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103460525,357500,785,36.296,0,0,0,1,Primary,OK,SFR_At,Rate/Term
103460538,330000,786,24.258,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103460630,406000,774,37.795,0,0,0,1,Primary,NC,SFR_At,Rate/Term
103460634,222000,797,25.022,0,0,0,0,Second,MD,SFR_Dt,Rate/Term
103460710,240000,764,36.923,0,0,1,1,Primary,IL,SFR_Dt,Cashout
103460715,653900,746,22.987,1,0,0,1,Primary,VA,SFR_At,Rate/Term
103460719,334500,667,31.844,0,0,0,1,Primary,TN,SFR_Dt,Rate/Term
103460733,204000,765,45.247,0,0,1,1,Primary,NV,SFR_At,Cashout
103460765,274000,797,20.366,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103460798,278300,753,44.131,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103460878,278500,807,35.442,0,0,0,1,Primary,DC,SFR_Dt,Rate/Term
103461078,322500,784,48.69,0,0,0,1,Primary,DE,SFR_Dt,Rate/Term
103461082,264000,763,28.683,0,0,0,1,Primary,NY,SFR_Dt,Rate/Term
103461178,360500,737,28.783,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103461187,150100,790,39.876,0,0,0,1,Primary,NC,SFR_At,Rate/Term
103461196,403000,699,49.677,0,1,0,1,Primary,CA,SFR_At,Rate/Term
103461218,254500,731,38.168,0,0,1,1,Primary,TX,SFR_At,Cashout
103461259,240000,727,46.815,0,0,0,1,Primary,NC,SFR_Dt,Rate/Term
103461281,255000,811,18.07,0,0,1,1,Primary,SC,SFR_At,Cashout
103461308,349720,808,49.113,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103461369,337500,720,44.806,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103461387,279000,803,36.464,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103461436,219900,759,46.081,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103461552,296000,748,34.287,0,0,0,1,Primary,CO,SFR_Dt,Rate/Term
103461640,235500,778,32.928,0,0,0,1,Primary,TN,SFR_Dt,Rate/Term
103461663,196000,720,40.327,0,0,1,1,Primary,LA,SFR_Dt,Cashout
103461664,371000,785,50.232,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103461689,483000,786,21.355,0,0,0,1,Primary,FL,SFR_Dt,Rate/Term
103461705,367494,721,43.791,0,0,1,1,Primary,NC,SFR_At,Cashout
103461758,291368,764,34.067,0,0,1,1,Primary,LA,SFR_Dt,Cashout
103461784,385000,774,30.625,0,0,0,1,Primary,NC,SFR_Dt,Rate/Term
103461786,278000,802,32.473,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103461790,262000,794,21.186,0,0,0,1,Primary,AZ,SFR_Dt,Rate/Term
103461803,166100,680,44.579,0,0,0,1,Primary,TX,SFR_Dt,Rate/Term
103461899,306700,780,38.076,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103461930,675850,803,41.076,1,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103461933,212000,743,33.94,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103461935,240000,782,43.82,0,0,0,1,Primary,MO,SFR_At,Rate/Term
103461998,300000,814,28.866,0,0,1,1,Primary,CO,3 Unit,Cashout
103462036,400000,761,43.051,0,0,1,1,Primary,HI,SFR_Dt,Cashout
103462067,164800,794,15.58,0,0,1,1,Primary,SC,SFR_At,Cashout
103462075,313600,777,29.765,0,0,0,1,Primary,VA,SFR_At,Purchase
103462114,302650,797,41.839,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103462148,184000,804,44.662,0,0,1,1,Primary,NH,SFR_Dt,Cashout
103462184,150000,776,23.717,0,0,1,1,Primary,KS,SFR_Dt,Cashout
103462188,327000,816,43.285,0,0,0,1,Primary,NY,SFR_At,Rate/Term
103462189,280000,792,36.625,0,0,1,1,Primary,DE,SFR_At,Cashout
103462269,355000,779,25.667,0,0,1,1,Primary,NV,SFR_At,Cashout
103462278,290318,763,28.142,0,0,0,1,Primary,TX,SFR_Dt,Rate/Term
103462293,181800,667,36.461,0,0,0,1,Primary,GA,SFR_Dt,Rate/Term
103462296,340000,742,26.295,0,0,1,1,Primary,CO,SFR_At,Cashout
103462307,354515.35,808,23.23,0,0,0,1,Primary,PA,SFR_Dt,Rate/Term
103462379,100000,785,43.446,0,0,1,1,Primary,LA,SFR_Dt,Cashout
103462403,188000,635,44.812,0,0,1,1,Primary,NJ,SFR_Dt,Cashout
103462461,478800,775,47.251,0,0,0,1,Primary,WA,SFR_At,Rate/Term
103462475,125000,758,32.516,0,0,1,1,Primary,WV,SFR_Dt,Cashout
103462482,349000,802,48.669,0,0,0,1,Primary,WA,SFR_At,Rate/Term
103462568,256399,728,45.32,0,0,0,1,Primary,NY,SFR_Dt,Rate/Term
103462572,312000,747,19.996,0,0,0,1,Primary,CO,SFR_Dt,Rate/Term
103462583,468500,792,35.465,0,0,0,1,Primary,TX,SFR_At,Rate/Term
103462601,597417,772,29.684,1,1,0,1,Primary,CA,SFR_At,Rate/Term
103462619,270700,771,34.329,0,0,0,1,Primary,KS,SFR_At,Rate/Term
103462623,264000,696,41.206,0,0,0,1,Primary,CO,SFR_Dt,Rate/Term
103462709,303000,773,35.235,0,0,0,1,Primary,CO,SFR_At,Rate/Term
103462737,381000,690,50.404,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103462778,355000,706,32.386,0,0,0,1,Primary,GA,SFR_Dt,Rate/Term
103462794,583300,739,25.395,1,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103462836,379000,793,23.929,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103462847,318000,690,40.487,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103462959,278000,716,26.374,0,0,0,1,Primary,OH,SFR_At,Purchase
103462981,384265.10,788,20.62,0,0,0,1,Primary,CO,SFR_Dt,Rate/Term
103462984,200000,705,38.57,0,0,0,1,Primary,WA,SFR_At,Rate/Term
103463039,440849.10,715,43.458,0,0,0,1,Primary,WA,SFR_At,Rate/Term
103463104,186000,718,22.354,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103463162,226000,724,41.77,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103463167,112000,819,23.809,0,0,0,1,Primary,MI,SFR_Dt,Rate/Term
103463212,411000,746,44.272,0,0,1,1,Primary,UT,SFR_At,Cashout
103463329,169500,649,35.297,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103463336,627300,720,42.609,1,0,0,1,Primary,VA,SFR_Dt,Rate/Term
103463486,231000,701,33.569,0,0,0,1,Primary,PA,SFR_Dt,Rate/Term
103463517,206500,790,43.55,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103463651,433000,798,20.908,0,0,0,1,Primary,WA,SFR_At,Rate/Term
103463697,188000,761,39.34,0,0,0,0,NOO,MA,2 Unit,Rate/Term
103463708,523000,770,45.101,0,0,0,1,Primary,NY,2 Unit,Rate/Term
103463727,200000,670,36.628,0,0,1,1,Primary,TX,SFR_At,Cashout
103463736,273000,708,31.237,0,0,1,1,Primary,CO,SFR_Dt,Cashout
103463832,260300,800,46.963,0,0,0,1,Primary,PA,SFR_Dt,Rate/Term
103463862,222400,732,34.575,0,0,0,1,Primary,TX,SFR_At,Rate/Term
103463879,213750,733,28.816,0,0,0,1,Primary,ID,SFR_At,Rate/Term
103463887,190800,747,21.441,0,0,0,1,Primary,TN,SFR_Dt,Rate/Term
103463940,170000,767,34.783,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103463949,281600,775,26.586,0,0,1,1,Primary,IN,SFR_At,Cashout
103463957,270000,797,47.389,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103463977,466000,808,32.123,0,0,0,1,Primary,AK,SFR_Dt,Rate/Term
103463987,213000,768,42.645,0,0,0,1,Primary,FL,SFR_Dt,Rate/Term
103463993,247000,801,40.183,0,0,0,1,Primary,VA,SFR_Dt,Rate/Term
103464023,184000,777,38.677,0,0,1,1,Primary,OR,SFR_Dt,Cashout
103464053,256874.63,802,34.476,0,0,1,1,Primary,OR,SFR_Dt,Cashout
103464120,524500,784,42.11,1,0,0,1,Primary,VA,SFR_At,Rate/Term
103464131,298700,697,36.294,0,0,0,1,Primary,TX,SFR_At,Rate/Term
103464189,305000,809,33.974,0,0,0,1,Primary,OH,SFR_Dt,Rate/Term
103464240,446500,740,38.722,0,0,0,1,Primary,MD,SFR_Dt,Rate/Term
103464258,102000,732,43.744,0,0,1,1,Primary,IL,SFR_Dt,Cashout
103464268,700000,714,45.795,1,0,1,1,Primary,WA,SFR_At,Cashout
103464354,599000,790,49.182,1,0,0,1,Primary,MA,SFR_Dt,Purchase
103464432,266000,773,49.784,0,0,1,1,Primary,TN,SFR_At,Cashout
103464519,250000,774,24.369,0,0,0,1,Primary,NV,SFR_At,Rate/Term
103464556,297500,762,50.121,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103464577,118750,750,32.818,0,0,0,1,Primary,OH,SFR_Dt,Rate/Term
103464598,224000,743,43.854,0,0,1,1,Primary,SC,SFR_At,Cashout
103464668,273000,758,26.836,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103464711,250000,710,44.321,0,0,0,1,Primary,IL,SFR_Dt,Rate/Term
103464723,455000,678,38.497,0,0,1,1,Primary,CO,SFR_At,Cashout
103464750,325000,784,24.772,0,0,1,1,Primary,GA,SFR_Dt,Cashout
103464771,161450,773,45.046,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103464804,243500,689,35.235,0,0,1,1,Primary,MN,SFR_At,Cashout
103464816,176000,710,38.806,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103464826,386000,759,40.343,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103464884,393500,810,37.26,0,0,0,1,Primary,MA,SFR_Dt,Rate/Term
103464893,287250,739,26.622,0,0,1,0,NOO,UT,SFR_Dt,Cashout
103464939,363500,806,44.446,0,0,0,1,Primary,CO,SFR_Dt,Rate/Term
103464945,365500,788,30.18,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103464991,468750,790,44.317,0,0,1,1,Primary,VA,SFR_At,Cashout
103465014,384000,741,19.261,0,0,1,1,Primary,FL,SFR_Dt,Cashout
103465019,436611.79,727,44.375,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103465057,275000,790,25.059,0,0,1,1,Primary,TN,SFR_Dt,Cashout
103465102,125000,727,25.32,0,0,1,1,Primary,FL,SFR_At,Cashout
103465140,100000,694,40.015,0,0,1,1,Primary,NY,SFR_Dt,Cashout
103465183,158600,781,35.243,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103465195,235000,741,24.556,0,0,0,1,Primary,MD,SFR_Dt,Rate/Term
103465234,210000,763,35.088,0,0,1,0,Second,ID,SFR_At,Cashout
103465237,196000,709,29.097,0,0,1,1,Primary,VA,SFR_Dt,Cashout
103465302,324000,683,49.919,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103465311,114000,767,49.741,0,0,0,1,Primary,NC,SFR_Dt,Rate/Term
103465315,177000,799,28.05,0,0,0,1,Primary,CT,SFR_Dt,Rate/Term
103465330,285400,705,38.481,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103465344,162500,779,29.502,0,0,0,1,Primary,MA,CondoLo,Rate/Term
103465364,226000,654,43.404,0,0,1,1,Primary,ID,SFR_Dt,Cashout
103465438,390000,755,44.85,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103465466,268000,728,38.291,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103465470,203000,629,26.269,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103465543,340000,629,19.285,0,0,1,1,Primary,TX,SFR_At,Cashout
103465557,274900,684,36.741,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103465636,280000,700,35.095,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103465746,330000,773,44.312,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103465812,217100,791,20.91,0,0,0,1,Primary,MT,SFR_Dt,Rate/Term
103465817,187500,764,39.452,0,0,1,1,Primary,FL,SFR_At,Cashout
103465900,196000,707,43.447,0,0,0,1,Primary,WI,SFR_Dt,Rate/Term
103465908,350000,734,49.627,0,0,0,1,Primary,TN,SFR_Dt,Rate/Term
103465931,165000,633,43.729,0,0,1,1,Primary,TX,SFR_At,Cashout
103465973,255000,770,18.443,0,0,1,1,Primary,CT,SFR_Dt,Cashout
103465999,395100,716,37.058,0,0,0,1,Primary,NV,SFR_At,Rate/Term
103466018,607200,776,45.078,1,1,0,1,Primary,CA,SFR_At,Rate/Term
103466066,298000,794,42.019,0,0,0,1,Primary,MO,SFR_Dt,Rate/Term
103466226,286168,779,24.692,0,0,0,1,Primary,ID,SFR_At,Rate/Term
103466233,188500,823,31.57,0,0,0,1,Primary,NV,SFR_At,Rate/Term
103466234,237800,739,28.727,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103466283,172000,775,33.825,0,0,0,1,Primary,VA,SFR_At,Rate/Term
103466400,250000,776,45.037,0,0,1,1,Primary,NC,SFR_At,Cashout
103466413,458000,793,30.731,0,0,0,1,Primary,NC,SFR_Dt,Rate/Term
103466438,248900,779,28.695,0,0,0,1,Primary,NC,SFR_At,Rate/Term
103466547,192000,806,29.11,0,0,0,0,Second,ID,SFR_Dt,Rate/Term
103466555,157296.89,803,23.628,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103466632,180000,738,44.623,0,1,1,0,NOO,CA,SFR_Dt,Cashout
103466679,207000,789,34.129,0,1,0,1,Primary,CA,SFR_At,Purchase
103466726,303000,799,33.752,0,1,1,1,Primary,CA,SFR_At,Cashout
103466735,194250,665,37.685,0,0,0,1,Primary,IL,SFR_Dt,Rate/Term
103466801,164000,712,40.465,0,0,1,1,Primary,MN,SFR_Dt,Cashout
103466876,221000,790,32.436,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103466894,463000,747,43.02,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103466905,289000,793,38.873,0,0,0,1,Primary,TX,SFR_At,Purchase
103466910,440000,809,32.225,0,0,1,1,Primary,VA,SFR_Dt,Cashout
103467042,212000,735,18.185,0,0,1,1,Primary,AZ,SFR_At,Cashout
103467141,484350,784,21.289,0,0,0,1,Primary,AZ,SFR_At,Purchase
103467202,358000,798,31.046,0,1,0,1,Primary,CA,SFR_At,Rate/Term
103467255,445000,756,36.279,0,0,0,1,Primary,NM,SFR_Dt,Rate/Term
103467287,196750,792,22.431,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103467359,300000,722,47.267,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103467383,180000,716,33.39,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103467399,200000,815,33.842,0,0,1,1,Primary,MO,SFR_At,Cashout
103467414,484300,782,29.28,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103467462,232500,777,44.082,0,0,0,1,Primary,OR,2 Unit,Rate/Term
103467476,363200,713,26.845,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103467486,204000,774,37.992,0,0,1,1,Primary,IN,SFR_Dt,Cashout
103467570,242250,706,43.136,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103467579,326500,751,44.945,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103467678,200000,716,45.698,0,0,1,1,Primary,SC,SFR_Dt,Cashout
103467751,197500,773,44.312,0,0,0,0,NOO,NC,SFR_At,Rate/Term
103467779,318700,792,24.252,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103467863,308000,765,22.384,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103467883,169500,809,50.363,0,0,0,1,Primary,NY,SFR_At,Rate/Term
103467897,228750,725,45.38,0,0,0,1,Primary,MA,SFR_Dt,Rate/Term
103467909,159250,782,45.628,0,0,0,1,Primary,ID,SFR_At,Rate/Term
103467910,163500,654,39.403,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103467993,237500,787,24.931,0,0,0,1,Primary,MN,SFR_At,Rate/Term
103468052,100000,721,40.624,0,0,1,1,Primary,LA,SFR_Dt,Cashout
103468160,266000,796,33.992,0,0,0,1,Primary,AZ,SFR_Dt,Rate/Term
103468204,418000,690,49.791,0,0,0,1,Primary,OR,SFR_Dt,Rate/Term
103468230,264012,788,42.726,0,0,0,1,Primary,WI,SFR_Dt,Rate/Term
103468234,463000,795,37.04,0,1,0,1,Primary,CA,SFR_At,Rate/Term
103468287,222000,706,30.877,0,0,1,1,Primary,MA,SFR_Dt,Cashout
103468293,512000,771,42.066,1,0,1,1,Primary,NJ,SFR_At,Cashout
103468330,726000,757,49.962,1,1,1,0,NOO,CA,SFR_At,Cashout
103468338,348000,732,48.244,0,0,1,1,Primary,NV,SFR_At,Cashout
103468342,279000,751,24.724,0,0,1,1,Primary,NY,SFR_Dt,Cashout
103468410,332000,820,38.93,0,0,0,1,Primary,CO,SFR_At,Rate/Term
103468423,180000,738,47.803,0,0,1,1,Primary,CO,SFR_Dt,Cashout
103468472,408000,809,42.394,0,0,1,1,Primary,UT,SFR_Dt,Cashout
103468475,306000,791,27.327,0,0,0,1,Primary,NY,SFR_Dt,Rate/Term
103468584,284750,784,26.23,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103468592,269600,716,23.735,0,0,0,1,Primary,MN,SFR_Dt,Rate/Term
103468619,252000,638,34.389,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103468626,283150,816,41.216,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103468654,222500,752,46.752,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103468659,460000,699,42.816,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103468671,168000,737,45.315,0,0,1,1,Primary,MO,SFR_At,Cashout
103468736,243500,756,50.435,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103468750,214000,735,29.32,0,0,1,1,Primary,MA,SFR_Dt,Cashout
103468784,480500,800,36.23,0,0,0,1,Primary,WA,CondoLo,Rate/Term
103468799,170000,756,27.517,0,0,1,1,Primary,MO,SFR_At,Cashout
103468802,278400,741,44.59,0,0,1,1,Primary,CT,SFR_Dt,Cashout
103468803,213600,796,32.391,0,0,1,1,Primary,MA,SFR_Dt,Cashout
103468806,232000,729,31.608,0,0,1,1,Primary,PA,SFR_Dt,Cashout
103468819,249999,772,25.764,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103468867,395500,795,32.142,0,0,0,1,Primary,GA,SFR_At,Rate/Term
103468878,384400,774,34.043,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103468907,210300,797,47.42,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103468910,181500,783,46.315,0,0,1,1,Primary,MN,SFR_Dt,Cashout
103468912,383000,767,28.91,0,0,1,1,Primary,HI,SFR_Dt,Cashout
103468920,334000,794,19.563,0,0,0,1,Primary,WI,SFR_Dt,Rate/Term
103468943,192000,778,36.856,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103468951,162450,681,44.566,0,0,0,1,Primary,TX,SFR_Dt,Rate/Term
103469043,403750,779,29.731,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103469057,244000,811,42.499,0,0,1,1,Primary,OR,SFR_At,Cashout
103469151,440000,721,49.25,0,0,1,1,Primary,TX,SFR_At,Cashout
103469240,112500,777,45.765,0,0,1,1,Primary,NV,SFR_Dt,Cashout
103469241,347203,695,34.947,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103469256,345000,685,43.701,0,0,1,1,Primary,CO,SFR_Dt,Cashout
103469263,325000,772,42.095,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103469329,133200,638,35.065,0,0,0,1,Primary,CO,CondoMid,Rate/Term
103469331,374500,658,30.486,0,0,1,1,Primary,NM,SFR_Dt,Cashout
103469366,195500,793,15.742,0,0,0,1,Primary,GA,SFR_At,Rate/Term
103469390,312000,668,37.497,0,0,1,1,Primary,UT,SFR_Dt,Cashout
103469396,372000,796,35.636,0,0,1,1,Primary,CO,SFR_At,Cashout
