Loan,Amount,Fico,Dti,IsExpensive,IsCalifornia,IsCashout,IsPrimary,PropOcc,PropState,PropType,Purpose
103489358,376966,774,38.407,0,0,0,1,Primary,TX,SFR_At,Purchase
103489363,212500,790,21.666,0,0,0,1,Primary,WY,SFR_Dt,Rate/Term
103489396,390000,668,26.31,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103489580,484350,740,39.304,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103489582,200000,785,33.461,0,0,0,1,Primary,VA,SFR_At,Rate/Term
103489639,225000,798,30.635,0,0,1,1,Primary,ID,SFR_At,Cashout
103489673,677500,790,33.105,1,1,0,1,Primary,CA,2 Unit,Rate/Term
103489717,254000,728,40.072,0,0,1,1,Primary,GA,SFR_Dt,Cashout
103489765,400000,782,33.63,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103489841,153750,663,43.213,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103489910,420850,746,38.633,0,0,0,1,Primary,MD,SFR_At,Purchase
103489926,313213,765,19.822,0,0,0,1,Primary,TN,SFR_At,Purchase
103489950,384750,804,32.791,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103489981,225000,720,31.58,0,0,1,1,Primary,TX,SFR_At,Cashout
103489983,392608,769,24.717,0,0,0,1,Primary,MN,SFR_Dt,Rate/Term
103490005,236000,734,42.787,0,0,1,1,Primary,WV,SFR_At,Cashout
103490040,500000,753,49.46,1,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103490070,233000,714,39.965,0,0,0,1,Primary,AZ,SFR_Dt,Rate/Term
103490090,212000,781,12.012,0,0,0,0,Second,CO,SFR_At,Rate/Term
103490100,244000,729,29.811,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103490174,325000,729,43.306,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103490213,337250,775,41.091,0,1,0,1,Primary,CA,SFR_Dt,Purchase
103490294,260000,774,34.402,0,0,1,1,Primary,VA,SFR_Dt,Cashout
103490344,302850,778,37.106,0,0,0,0,Second,SC,SFR_At,Purchase
103490453,160000,725,40.691,0,0,1,1,Primary,MA,SFR_Dt,Cashout
103490483,327000,800,27.675,0,0,0,1,Primary,SC,SFR_At,Rate/Term
103490562,249038,791,21.597,0,0,0,1,Primary,NV,SFR_At,Purchase
103490596,122200,815,33.864,0,0,0,1,Primary,TX,SFR_At,Rate/Term
103490600,422000,743,31.784,0,0,1,1,Primary,CO,SFR_At,Cashout
103490648,652500,794,38.945,1,1,0,1,Primary,CA,SFR_Dt,Purchase
103490674,242600,802,43.281,0,0,0,1,Primary,AR,SFR_Dt,Rate/Term
103490680,344600,780,32.787,0,0,0,1,Primary,OH,SFR_At,Rate/Term
103490713,700000,789,37.081,1,1,0,0,Second,CA,SFR_Dt,Purchase
103490747,454150,804,39.596,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103490773,354000,773,40.514,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103490776,565800,778,39.792,1,0,0,1,Primary,MD,SFR_At,Rate/Term
103490790,385000,711,40.138,0,0,0,1,Primary,FL,CondoLo,Purchase
103490864,184000,757,49.134,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103490873,310300,813,19.616,0,0,0,1,Primary,SC,SFR_Dt,Rate/Term
103490965,720000,715,46.746,1,1,1,1,Primary,CA,SFR_Dt,Cashout
103491039,330000,810,29.97,0,0,0,1,Primary,UT,SFR_Dt,Rate/Term
103491041,267777,778,31.927,0,0,1,1,Primary,CO,SFR_Dt,Cashout
103491053,180000,819,30.234,0,0,0,1,Primary,MI,SFR_Dt,Rate/Term
103491143,270050,781,30.331,0,0,1,1,Primary,MN,SFR_Dt,Cashout
103491155,160050,754,45.542,0,0,0,1,Primary,TX,SFR_Dt,Rate/Term
103491170,325000,799,33.089,0,1,1,1,Primary,CA,CondoLo,Cashout
103491229,260000,790,25.947,0,0,0,1,Primary,CO,SFR_At,Purchase
103491245,357800,787,23.972,0,0,0,1,Primary,IL,SFR_At,Rate/Term
103491255,430000,752,28.431,0,0,0,1,Primary,UT,SFR_Dt,Purchase
103491258,120625,761,42.577,0,0,0,1,Primary,LA,SFR_Dt,Purchase
103491299,270000,803,27.898,0,0,0,1,Primary,NV,SFR_At,Rate/Term
103491304,241600,811,39.067,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103491313,300000,729,40.12,0,0,0,0,Second,FL,SFR_Dt,Purchase
103491332,249600,763,41.811,0,0,1,1,Primary,VA,SFR_Dt,Cashout
103491348,450000,781,48.133,0,0,0,1,Primary,DE,SFR_Dt,Purchase
103491385,238000,794,26.135,0,0,0,1,Primary,FL,SFR_At,Rate/Term
103491399,474000,792,39.249,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103491476,196000,725,49.574,0,0,1,1,Primary,VA,SFR_Dt,Cashout
103491499,227000,751,46.451,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103491585,454000,760,25.254,0,0,0,1,Primary,CO,SFR_Dt,Rate/Term
103491594,288300,789,38.552,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103491605,501250,784,33.34,1,1,0,1,Primary,CA,SFR_At,Rate/Term
103491619,318850,753,42.523,0,0,0,1,Primary,IL,SFR_Dt,Rate/Term
103491640,242500,770,20.615,0,0,0,1,Primary,NV,SFR_At,Purchase
103491716,242403,756,28.51,0,0,0,1,Primary,TN,SFR_Dt,Purchase
103491746,484350,757,32.274,0,0,0,1,Primary,IN,SFR_At,Purchase
103491851,352000,747,36.247,0,0,1,1,Primary,MA,SFR_Dt,Cashout
103491905,370925,792,21.109,0,0,1,1,Primary,UT,SFR_Dt,Cashout
103491941,246000,796,17.196,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103492029,215600,785,41.556,0,0,0,1,Primary,PA,SFR_Dt,Rate/Term
103492062,592000,795,26.611,1,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103492064,150500,757,39.586,0,0,0,1,Primary,OH,SFR_Dt,Rate/Term
103492093,265000,793,37.324,0,0,1,1,Primary,NV,SFR_Dt,Cashout
103492229,315875,721,25.586,0,0,0,1,Primary,FL,SFR_At,Purchase
103492299,286000,730,39.969,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103492374,227000,784,36.407,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103492384,80000,784,38.857,0,0,1,1,Primary,NY,SFR_Dt,Cashout
103492395,200001,695,40.863,0,0,1,1,Primary,AZ,SFR_Dt,Cashout
103492468,134100,682,34.084,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103492553,367000,783,31.56,0,0,0,1,Primary,MN,SFR_Dt,Rate/Term
103492617,512000,766,42.951,1,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103492637,356150,817,37.989,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103492672,228000,698,41.75,0,0,0,1,Primary,TX,SFR_At,Purchase
103492737,412500,792,40.882,0,0,1,1,Primary,NY,2 Unit,Cashout
103492741,284800,746,38.863,0,0,0,0,Second,WA,SFR_At,Purchase
103492745,89500,802,26.62,0,0,1,1,Primary,FL,SFR_At,Cashout
103492762,280000,768,38.822,0,0,1,1,Primary,NV,SFR_Dt,Cashout
103492833,216000,712,39.43,0,0,0,1,Primary,MD,SFR_Dt,Rate/Term
103492848,287700,814,21.173,0,0,0,1,Primary,GA,SFR_At,Rate/Term
103492860,354400,791,42.387,0,0,1,1,Primary,NC,SFR_Dt,Cashout
103492910,459000,772,17.386,0,0,0,1,Primary,MD,SFR_Dt,Rate/Term
103493113,405000,790,18.391,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103493138,200000,685,33.976,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103493220,200000,705,23.742,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103493227,332000,688,24.88,0,0,0,1,Primary,WA,SFR_At,Rate/Term
103493374,210000,771,40.109,0,0,0,0,Second,ME,SFR_Dt,Rate/Term
103493454,100000,711,42.7,0,0,1,1,Primary,ID,SFR_Dt,Cashout
103493500,300000,757,24.38,0,0,1,1,Primary,MD,SFR_At,Cashout
103493570,162000,733,30.803,0,0,1,1,Primary,GA,SFR_Dt,Cashout
103493704,298000,733,44.547,0,1,0,1,Primary,CA,CondoLo,Purchase
103493754,415000,741,33.785,0,0,1,1,Primary,CO,SFR_At,Cashout
103493813,300000,784,35.451,0,0,0,1,Primary,NY,SFR_Dt,Rate/Term
103493973,181000,697,41.169,0,0,1,1,Primary,NY,SFR_Dt,Cashout
103494251,113500,700,40.173,0,0,0,1,Primary,NY,SFR_Dt,Rate/Term
103494259,141500,703,40.347,0,0,0,1,Primary,NY,SFR_Dt,Rate/Term
103494316,231200,794,37.55,0,0,0,1,Primary,CO,SFR_Dt,Purchase
103494353,210000,796,29.022,0,0,0,1,Primary,ID,SFR_At,Purchase
103494469,328000,702,39.776,0,0,1,1,Primary,NY,SFR_Dt,Cashout
103494654,468000,777,49.151,0,1,0,1,Primary,CA,SFR_At,Purchase
103494680,99000,722,33.773,0,0,0,1,Primary,WV,SFR_Dt,Rate/Term
103494759,84500,684,44.865,0,0,1,1,Primary,GA,SFR_Dt,Cashout
103494859,241200,768,43.334,0,0,0,0,Second,NV,SFR_At,Purchase
103494888,200000,791,22.649,0,0,0,1,Primary,MN,SFR_At,Rate/Term
103494912,420000,820,30.835,0,0,0,1,Primary,NV,CondoLo,Purchase
103495060,219200,774,31.504,0,0,0,1,Primary,TX,Det Condo,Purchase
103495106,192000,815,28.303,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
103495150,189700,773,26.176,0,0,0,1,Primary,PA,SFR_Dt,Rate/Term
103495335,384000,721,33.887,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103495447,324500,774,23.566,0,0,0,1,Primary,CO,SFR_At,Rate/Term
103495465,228000,707,48.587,0,0,0,1,Primary,FL,SFR_Dt,Rate/Term
103495506,302000,732,32.166,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103495522,657500,793,35.356,1,1,0,1,Primary,CA,SFR_At,Rate/Term
103495578,182400,758,48.337,0,0,1,1,Primary,AZ,SFR_Dt,Cashout
103495604,426000,777,28.431,0,0,0,1,Primary,HI,SFR_At,Rate/Term
103495672,381000,796,16.151,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103495680,278000,805,43.074,0,0,1,1,Primary,UT,SFR_At,Cashout
103495700,147000,683,29.896,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103495703,335500,782,23.356,0,0,0,1,Primary,CO,SFR_At,Rate/Term
103495769,294096,772,35.26,0,0,0,1,Primary,TX,SFR_Dt,Rate/Term
103495846,243500,777,35.192,0,0,0,1,Primary,OR,SFR_Dt,Rate/Term
103495869,225000,756,38.856,0,0,1,1,Primary,TN,SFR_Dt,Cashout
103495971,377000,750,21.385,0,0,1,1,Primary,AR,SFR_At,Cashout
103496139,210000,727,30.554,0,1,0,1,Primary,CA,SFR_Dt,Rate/Term
103496164,227500,641,20.274,0,0,1,1,Primary,OR,SFR_Dt,Cashout
103496215,176000,769,20.31,0,0,1,1,Primary,AR,SFR_At,Cashout
103496293,206000,804,24.678,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103496368,100000,670,22.468,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103496412,226400,766,31.538,0,0,0,1,Primary,WI,SFR_Dt,Purchase
103496445,451250,727,34.195,0,0,0,1,Primary,LA,SFR_Dt,Purchase
103496519,339900,748,38.125,0,0,0,1,Primary,CO,SFR_Dt,Purchase
103496572,170910,763,38.559,0,0,0,1,Primary,NJ,SFR_Dt,Purchase
103496666,250000,789,26.513,0,0,0,1,Primary,WA,SFR_At,Rate/Term
103496854,225150,792,26.806,0,0,0,1,Primary,TX,SFR_Dt,Purchase
103497009,206250,810,39.129,0,0,0,1,Primary,NC,SFR_Dt,Purchase
103497014,344700,759,37.759,0,0,0,1,Primary,TX,SFR_At,Purchase
103497031,296400,744,36.66,0,0,0,1,Primary,TX,SFR_Dt,Purchase
103497045,512700,711,31.635,1,1,0,1,Primary,CA,SFR_At,Rate/Term
103497067,256000,737,22.667,0,0,0,1,Primary,MD,SFR_At,Purchase
103497103,243750,756,28.003,0,0,0,1,Primary,OH,SFR_At,Rate/Term
103497126,283500,793,21.373,0,0,0,1,Primary,AZ,SFR_Dt,Rate/Term
103497138,240000,732,49.246,0,0,1,1,Primary,NJ,SFR_Dt,Cashout
103497144,169600,797,12.73,0,0,0,1,Primary,PA,SFR_Dt,Purchase
103497147,304000,725,13.105,0,0,0,1,Primary,NV,SFR_At,Purchase
103497250,405600,759,34.8,0,0,0,1,Primary,MI,SFR_At,Purchase
103497275,366300,753,34.736,0,0,0,1,Primary,TX,SFR_At,Purchase
103497281,295000,775,36.276,0,0,1,1,Primary,AZ,SFR_At,Cashout
103497552,81600,703,22.188,0,0,0,1,Primary,FL,CondoLo,Purchase
103497578,230000,751,46.51,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103497584,399800,767,32.635,0,0,0,1,Primary,MN,SFR_At,Rate/Term
103497621,180500,754,48.083,0,0,0,1,Primary,MN,SFR_Dt,Purchase
103497625,256500,729,44.194,0,0,0,1,Primary,GA,SFR_Dt,Purchase
103497643,254500,750,26.253,0,0,0,1,Primary,GA,CondoLo,Rate/Term
103497735,393000,768,36.749,0,0,0,1,Primary,MD,SFR_At,Rate/Term
103497798,246500,778,27.804,0,0,0,1,Primary,WA,SFR_Dt,Rate/Term
103497830,304000,751,47.708,0,0,0,1,Primary,NV,SFR_At,Purchase
103497885,273000,678,30.92,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103497925,371450,799,46.998,0,0,0,1,Primary,TN,SFR_At,Rate/Term
103497956,145300,746,19.767,0,0,0,1,Primary,LA,SFR_Dt,Rate/Term
103498033,166400,799,27.407,0,0,1,1,Primary,MD,SFR_Dt,Cashout
103498088,150000,810,27.202,0,0,0,1,Primary,PA,SFR_Dt,Purchase
103498110,413250,710,43.498,0,0,0,1,Primary,MI,SFR_Dt,Purchase
103498237,280000,733,15.972,0,1,0,1,Primary,CA,SFR_At,Purchase
103498270,138400,702,41.89,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103498542,205000,793,26.202,0,0,1,1,Primary,TX,SFR_Dt,Cashout
103498703,546250,802,33.978,1,1,0,1,Primary,CA,SFR_Dt,Purchase
103498838,561200,809,29.86,1,0,0,1,Primary,CO,SFR_Dt,Purchase
103498934,239200,767,33.45,0,1,0,1,Primary,CA,CondoLo,Purchase
103498954,243700,708,41.554,0,0,0,1,Primary,OH,SFR_At,Rate/Term
103499014,313500,746,40.814,0,0,0,1,Primary,OH,SFR_Dt,Purchase
103499056,165000,749,25.76,0,0,1,1,Primary,FL,SFR_At,Cashout
103499090,250000,747,26.188,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103499347,233700,776,34.441,0,0,0,1,Primary,MI,SFR_Dt,Purchase
103499370,156000,764,33.203,0,0,1,1,Primary,NC,SFR_Dt,Cashout
103499449,484350,779,10.591,0,0,0,1,Primary,WA,SFR_At,Purchase
103499460,215000,784,38.944,0,0,1,1,Primary,NY,SFR_Dt,Cashout
103499793,140000,647,33.605,0,0,1,1,Primary,SC,SFR_Dt,Cashout
103499910,230175,779,26.953,0,0,0,1,Primary,GA,SFR_Dt,Purchase
103499929,420000,691,45.413,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103499934,102000,802,40.559,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103499996,284800,808,30.081,0,0,0,0,Second,GA,SFR_At,Purchase
103500035,125000,710,39.465,0,0,1,1,Primary,UT,SFR_At,Cashout
103500128,233500,673,19.565,0,0,0,1,Primary,NV,SFR_At,Rate/Term
103500351,236250,793,34.348,0,0,0,0,NOO,KS,SFR_Dt,Purchase
103500569,290030,732,43.564,0,0,0,1,Primary,MD,SFR_At,Purchase
103500701,425000,778,40.629,0,0,1,1,Primary,VA,SFR_At,Cashout
103501058,302000,724,31.432,0,0,0,1,Primary,IL,SFR_Dt,Rate/Term
103501146,398000,724,42.767,0,0,0,1,Primary,FL,SFR_Dt,Rate/Term
103501420,83000,681,28.409,0,0,1,1,Primary,FL,SFR_At,Cashout
103501638,258500,752,31.912,0,0,0,1,Primary,DE,SFR_Dt,Rate/Term
103501731,392000,714,34.297,0,0,0,1,Primary,VA,SFR_At,Rate/Term
103501762,258750,740,27.938,0,0,0,1,Primary,MD,SFR_At,Purchase
103501763,105000,752,31.831,0,0,0,0,NOO,DE,SFR_Dt,Rate/Term
103501814,128000,774,46.373,0,0,0,0,NOO,FL,SFR_At,Purchase
103501924,465000,779,35.292,0,1,0,1,Primary,CA,SFR_Dt,Purchase
103502086,453150,711,38.265,0,1,0,1,Primary,CA,SFR_Dt,Purchase
103502166,232750,763,30.679,0,0,0,1,Primary,NV,SFR_At,Purchase
103502199,293300,801,50.333,0,1,0,1,Primary,CA,SFR_Dt,Purchase
103502397,337500,788,24.402,0,1,0,1,Primary,CA,SFR_Dt,Purchase
103502414,129750,636,24.85,0,0,1,1,Primary,WV,SFR_Dt,Cashout
103502442,401500,738,23.682,0,0,0,1,Primary,MN,SFR_Dt,Rate/Term
103502966,200000,748,49.371,0,0,1,1,Primary,UT,SFR_Dt,Cashout
103502977,275000,786,50.123,0,1,0,1,Primary,CA,CondoLo,Purchase
103503033,159500,807,30.45,0,0,0,1,Primary,IN,SFR_Dt,Rate/Term
103503321,484350,807,24.628,0,0,0,1,Primary,NC,SFR_At,Purchase
103503348,154000,708,39.162,0,0,0,1,Primary,IL,SFR_Dt,Rate/Term
103503436,302400,708,34.502,0,0,1,1,Primary,IN,SFR_Dt,Cashout
103503455,484350,801,17.643,0,0,0,0,Second,CO,SFR_Dt,Purchase
103503509,190000,745,46.402,0,0,0,1,Primary,IL,SFR_At,Purchase
103503604,472000,801,34.567,0,1,0,1,Primary,CA,CondoLo,Purchase
103503605,275025,698,39.347,0,0,0,1,Primary,FL,SFR_Dt,Purchase
103503664,152000,750,26.545,0,0,0,1,Primary,AZ,SFR_At,Purchase
103503954,250000,720,25.448,0,0,0,1,Primary,NV,SFR_Dt,Purchase
103504120,200500,706,49.129,0,0,0,1,Primary,NM,SFR_Dt,Rate/Term
103504352,192000,787,41.136,0,0,0,1,Primary,MD,CondoLo,Purchase
103504675,479750,743,48.629,0,1,0,1,Primary,CA,CondoLo,Purchase
103504837,326800,771,33.208,0,0,0,1,Primary,MN,SFR_At,Rate/Term
103505053,141700,750,41.369,0,0,0,1,Primary,AL,SFR_At,Rate/Term
103505068,460000,769,34.565,0,0,0,1,Primary,IL,4 Unit,Purchase
103505440,366400,792,24.929,0,0,0,1,Primary,FL,SFR_At,Purchase
103505598,320250,784,28.887,0,1,0,1,Primary,CA,CondoLo,Purchase
103505962,215000,757,17.949,0,1,1,1,Primary,CA,SFR_Dt,Cashout
103506044,334500,702,46.819,0,0,0,1,Primary,MN,SFR_Dt,Rate/Term
103506183,133000,749,46.512,0,0,0,1,Primary,TN,SFR_Dt,Rate/Term
103506640,478800,780,30.666,0,0,0,1,Primary,VA,SFR_At,Purchase
103506677,298000,773,47.077,0,1,0,1,Primary,CA,SFR_Dt,Purchase
103507244,417000,800,28.946,0,1,0,1,Primary,CA,CondoLo,Purchase
103507387,454400,760,38.808,0,1,0,1,Primary,CA,SFR_Dt,Purchase
103507452,216000,751,43.301,0,0,1,1,Primary,OR,SFR_At,Cashout
103507533,170000,777,22.117,0,0,1,1,Primary,CO,SFR_Dt,Cashout
103507864,331000,721,37.028,0,0,1,1,Primary,WA,SFR_Dt,Cashout
103508042,227950,734,31.294,0,0,0,1,Primary,LA,SFR_Dt,Purchase
103508640,146400,780,34.776,0,0,1,1,Primary,AL,SFR_Dt,Cashout
103509024,301150,709,46.22,0,0,0,1,Primary,UT,SFR_At,Purchase
103509253,600000,787,25.401,1,1,0,1,Primary,CA,SFR_Dt,Purchase
103509979,168000,798,28.53,0,0,0,1,Primary,MI,Det Condo,Purchase
103510943,314000,711,24.735,0,0,0,1,Primary,OR,SFR_Dt,Rate/Term
103513473,255000,795,44.4,0,1,0,0,NOO,CA,CondoLo,Purchase
103514107,356300,773,44.135,0,1,0,1,Primary,CA,CondoLo,Rate/Term
103518348,225600,734,21.728,0,1,0,1,Primary,CA,SFR_At,Purchase
3000181967,48925,658,45.25,0,0,0,1,Primary,IL,SFR_Dt,Purchase
3000202838,118885,749,30.281,0,0,0,1,Primary,IL,SFR_Dt,Purchase
3000225522,113600,746,30.184,0,0,0,1,Primary,IL,SFR_Dt,Purchase
3000253864,314000,722,36.642,0,0,0,1,Primary,IL,SFR_At,Rate/Term
3000269702,129750,703,29.548,0,0,0,0,NOO,MI,2 Unit,Rate/Term
3000305571,469000,808,19.028,0,0,0,1,Primary,AZ,SFR_At,Rate/Term
3000305713,261900,763,42.739,0,0,0,1,Primary,PA,SFR_At,Purchase
3000314075,160032,682,45.823,0,0,0,1,Primary,IL,SFR_Dt,Purchase
3000318300,224988,776,39.954,0,0,0,1,Primary,PA,CondoLo,Purchase
3000336928,301500,802,31.844,0,0,0,1,Primary,NC,SFR_Dt,Purchase
3000355980,456475,713,48.975,0,0,0,1,Primary,MA,SFR_Dt,Purchase
3000355989,553000,756,33.842,1,0,0,1,Primary,NY,SFR_Dt,Purchase
3000373054,174743,707,33.295,0,0,0,1,Primary,AZ,Manu,Purchase
3000383639,399000,719,41.851,0,0,0,1,Primary,TX,SFR_At,Purchase
3000406362,116000,763,40.934,0,0,0,0,Second,WI,SFR_Dt,Rate/Term
3000418781,384750,730,34.12,0,0,0,1,Primary,PA,SFR_Dt,Purchase
3000423270,383250,799,1.158,0,0,0,0,NOO,NJ,2 Unit,Purchase
3000425824,177300,771,22.739,0,0,0,1,Primary,NY,Co-op,Purchase
3000435426,299000,729,46.107,0,0,0,1,Primary,NY,SFR_Dt,Purchase
3000442543,206200,788,27.861,0,0,0,1,Primary,IL,CondoLo,Rate/Term
3000445094,217500,707,44.032,0,0,0,0,Second,TN,CondoHi,Purchase
3000446893,468000,746,37.428,0,0,0,1,Primary,MA,SFR_Dt,Rate/Term
3000448519,214400,655,49.531,0,0,0,1,Primary,NJ,CondoLo,Purchase
3000451711,342000,782,38.031,0,0,0,1,Primary,MA,SFR_Dt,Purchase
3000453256,232164.41,763,36.385,0,0,1,1,Primary,WA,CondoLo,Cashout
3000458694,223000,796,28.98,0,0,0,1,Primary,IL,CondoHi,Rate/Term
3000466250,562500,795,43.928,1,1,0,1,Primary,CA,SFR_Dt,Purchase
3000467588,413250,762,47.821,0,0,0,1,Primary,IL,SFR_Dt,Purchase
3000468136,841023,770,46.843,1,1,0,1,Primary,CA,3 Unit,Rate/Term
3000470638,351040,740,48.01,0,1,0,1,Primary,CA,SFR_Dt,Purchase
3000475601,352000,683,41.642,0,0,0,1,Primary,NJ,SFR_Dt,Purchase
3000475635,55000,696,30.463,0,1,0,1,Primary,CA,SFR_Dt,Purchase
3000479329,441750,790,28.857,0,0,0,1,Primary,PA,SFR_At,Purchase
3000480791,96525,635,37.955,0,0,0,0,NOO,GA,2 Unit,Purchase
3000480954,446720,779,26.14,0,0,1,1,Primary,TN,SFR_Dt,Cashout
3000484107,338400,642,42.195,0,0,0,1,Primary,MA,SFR_Dt,Purchase
3000486848,391400,783,40.022,0,0,0,1,Primary,NJ,SFR_Dt,Purchase
3000490456,272450,762,47.065,0,0,0,1,Primary,AL,SFR_At,Purchase
3000491247,348000,788,49.536,0,0,0,1,Primary,PA,SFR_Dt,Purchase
3000491819,401655,723,38.919,0,1,0,1,Primary,CA,Det Condo,Purchase
3000493085,354182,751,45.176,0,0,0,1,Primary,CO,SFR_At,Purchase
3000493349,345000,624,33.512,0,1,0,1,Primary,CA,SFR_Dt,Purchase
3000493951,199900,788,47.735,0,0,0,1,Primary,WV,SFR_Dt,Purchase
3000494488,200000,727,47.451,0,0,0,1,Primary,NY,Co-op,Purchase
3000496522,397920,713,42.185,0,1,0,1,Primary,CA,SFR_Dt,Purchase
3000497381,367480,811,25.624,0,0,0,1,Primary,PA,Det Condo,Purchase
3000499386,250000,784,49.416,0,1,0,1,Primary,CA,SFR_At,Purchase
3000501909,290919,784,25.19,0,0,0,1,Primary,CO,SFR_Dt,Purchase
3000502902,200000,799,32.755,0,0,0,1,Primary,NY,Co-op,Purchase
3000503000,157500,642,47.453,0,1,1,1,Primary,CA,SFR_Dt,Cashout
3000505805,552000,746,46.977,1,1,0,1,Primary,CA,SFR_At,Purchase
3000506699,372561,704,44.528,0,1,0,1,Primary,CA,SFR_Dt,Purchase
3000509048,344862,786,37.998,0,0,0,1,Primary,AZ,SFR_At,Purchase
3000509999,163000,740,37.044,0,1,0,0,Second,CA,SFR_Dt,Rate/Term
3000510154,546615,753,39.214,1,0,1,0,NOO,NJ,SFR_Dt,Cashout
3000511049,431250,782,36.323,0,0,1,1,Primary,WA,SFR_Dt,Cashout
3000512042,560500,754,26.344,1,0,0,1,Primary,NJ,CondoMid,Purchase
3000512691,276207,742,37.295,0,0,0,1,Primary,AZ,SFR_At,Purchase
3000512883,251230,754,35.458,0,0,0,1,Primary,AZ,SFR_At,Purchase
3000513514,472000,768,46.705,0,0,0,1,Primary,MA,CondoLo,Purchase
3000515534,201157,759,40.954,0,0,0,1,Primary,MI,SFR_Dt,Purchase
3000515966,311070,753,45.871,0,1,0,1,Primary,CA,SFR_Dt,Purchase
3000516875,313490,758,31.362,0,0,0,1,Primary,FL,SFR_Dt,Purchase
3000519031,337250,784,41.919,0,1,0,1,Primary,CA,CondoLo,Purchase
3000519350,154000,748,45.357,0,0,0,1,Primary,NY,Co-op,Purchase
3000519514,465000,736,26.772,0,0,0,1,Primary,FL,SFR_Dt,Purchase
3000519812,182263,728,41.569,0,0,0,1,Primary,NC,SFR_At,Purchase
3000519902,273600,772,41.265,0,0,0,1,Primary,NJ,SFR_Dt,Purchase
3000520207,493000,750,30.839,1,0,0,1,Primary,TN,SFR_At,Purchase
3000520944,142000,753,31.427,0,0,0,1,Primary,NY,Co-op,Purchase
3000521302,255000,701,46.273,0,0,1,1,Primary,TX,SFR_Dt,Cashout
3000521472,94400,678,30.856,0,0,0,0,NOO,CO,SFR_At,Purchase
3000521839,484350,726,46.305,0,1,0,1,Primary,CA,SFR_At,Purchase
3000522216,602000,781,29.232,1,0,0,1,Primary,NY,SFR_Dt,Rate/Term
3000522550,341545,763,47.531,0,1,0,1,Primary,CA,CondoLo,Purchase
3000524085,419200,722,45.963,0,0,0,1,Primary,NY,CondoMid,Purchase
3000524129,220500,763,27.035,0,0,0,1,Primary,IN,SFR_Dt,Purchase
3000524436,424288,789,26.912,0,0,0,1,Primary,TN,SFR_At,Purchase
3000524786,273000,802,23.244,0,0,0,1,Primary,NY,Co-op,Purchase
3000524879,320000,739,48.751,0,1,0,1,Primary,CA,SFR_At,Purchase
3000525052,256000,706,25.49,0,0,1,1,Primary,TX,SFR_At,Cashout
3000525731,500720,789,41.872,1,0,0,1,Primary,NY,Co-op,Purchase
3000526293,88000,708,44.52,0,0,0,1,Primary,FL,SFR_Dt,Purchase
3000526435,275139,725,46.475,0,0,0,1,Primary,TX,SFR_At,Purchase
3000526568,108750,773,40.106,0,0,0,0,Second,NY,Co-op,Purchase
3000527167,556000,643,47.438,0,0,0,1,Primary,NY,2 Unit,Rate/Term
3000527864,308750,761,39.599,0,0,0,1,Primary,FL,SFR_Dt,Purchase
3000528122,472000,773,15.25,0,0,0,1,Primary,NY,SFR_Dt,Rate/Term
3000528151,484350,783,42.669,0,0,0,1,Primary,CT,SFR_Dt,Purchase
3000528488,322050,792,49.203,0,1,0,1,Primary,CA,CondoLo,Purchase
3000529211,293590,797,46.905,0,1,0,1,Primary,CA,SFR_At,Purchase
